series,period,id,time,value
transact,2014-06-30,fct,2014-06-27,135876.28826868942
transact,2014-06-30,fct,2014-06-28,NA
transact,2014-06-30,fct,2014-06-29,NA
transact,2014-06-30,fct,2014-06-30,137300.60841375793
transact,2014-06-30,x,2014-06-01,NA
transact,2014-06-30,x,2014-06-02,134227.3620382
transact,2014-06-30,x,2014-06-03,127197.1084308
transact,2014-06-30,x,2014-06-04,119953.1046245
transact,2014-06-30,x,2014-06-05,111386.4830392
transact,2014-06-30,x,2014-06-06,111645.17054189999
transact,2014-06-30,x,2014-06-07,NA
transact,2014-06-30,x,2014-06-08,NA
transact,2014-06-30,x,2014-06-09,NA
transact,2014-06-30,x,2014-06-10,114295.9041925
transact,2014-06-30,x,2014-06-11,111036.2147
transact,2014-06-30,x,2014-06-12,112830.6533655
transact,2014-06-30,x,2014-06-13,112484.60532260001
transact,2014-06-30,x,2014-06-14,NA
transact,2014-06-30,x,2014-06-15,NA
transact,2014-06-30,x,2014-06-16,115218.9758993
transact,2014-06-30,x,2014-06-17,95369.3050793
transact,2014-06-30,x,2014-06-18,125549.2946097
transact,2014-06-30,x,2014-06-19,101031.1594339
transact,2014-06-30,x,2014-06-20,117492.5707103
transact,2014-06-30,x,2014-06-21,NA
transact,2014-06-30,x,2014-06-22,NA
transact,2014-06-30,x,2014-06-23,103448.5141981
transact,2014-06-30,x,2014-06-24,91733.01720439999
transact,2014-06-30,x,2014-06-25,142518.9199381
transact,2014-06-30,x,2014-06-26,113674.8313457
transact,2014-06-30,x,2014-06-27,128555.30115239999
transact,2014-06-30,x,2014-06-28,NA
transact,2014-06-30,x,2014-06-29,NA
transact,2014-06-30,x,2014-06-30,186575.80949020002
transact,2014-05-31,fct,2014-05-01,NA
transact,2014-05-31,fct,2014-05-02,148990.12603018674
transact,2014-05-31,fct,2014-05-03,NA
transact,2014-05-31,fct,2014-05-04,NA
transact,2014-05-31,fct,2014-05-05,139429.2034164969
transact,2014-05-31,fct,2014-05-06,126299.83720034423
transact,2014-05-31,fct,2014-05-07,123035.9375396752
transact,2014-05-31,fct,2014-05-08,125453.25623531068
transact,2014-05-31,fct,2014-05-09,125825.84706731644
transact,2014-05-31,fct,2014-05-10,NA
transact,2014-05-31,fct,2014-05-11,NA
transact,2014-05-31,fct,2014-05-12,124878.88498473604
transact,2014-05-31,fct,2014-05-13,116056.93521093809
transact,2014-05-31,fct,2014-05-14,116985.83576340298
transact,2014-05-31,fct,2014-05-15,123007.47133371458
transact,2014-05-31,fct,2014-05-16,126092.11014552014
transact,2014-05-31,fct,2014-05-17,NA
transact,2014-05-31,fct,2014-05-18,NA
transact,2014-05-31,fct,2014-05-19,127545.94017927945
transact,2014-05-31,fct,2014-05-20,118351.7014476039
transact,2014-05-31,fct,2014-05-21,118893.37488604653
transact,2014-05-31,fct,2014-05-22,124827.448133535
transact,2014-05-31,fct,2014-05-23,128335.49186057689
transact,2014-05-31,fct,2014-05-24,NA
transact,2014-05-31,fct,2014-05-25,NA
transact,2014-05-31,fct,2014-05-26,133610.4509061413
transact,2014-05-31,fct,2014-05-27,125693.49379045845
transact,2014-05-31,fct,2014-05-28,126896.31356515423
transact,2014-05-31,fct,2014-05-29,NA
transact,2014-05-31,fct,2014-05-30,134651.11038003876
transact,2014-05-31,x,2014-05-01,NA
transact,2014-05-31,x,2014-05-02,132053.8801181
transact,2014-05-31,x,2014-05-03,NA
transact,2014-05-31,x,2014-05-04,NA
transact,2014-05-31,x,2014-05-05,125238.32075289999
transact,2014-05-31,x,2014-05-06,127756.0773128
transact,2014-05-31,x,2014-05-07,116592.46094
transact,2014-05-31,x,2014-05-08,101690.55074460001
transact,2014-05-31,x,2014-05-09,116682.77275539999
transact,2014-05-31,x,2014-05-10,NA
transact,2014-05-31,x,2014-05-11,NA
transact,2014-05-31,x,2014-05-12,124319.4856839
transact,2014-05-31,x,2014-05-13,102162.96007989999
transact,2014-05-31,x,2014-05-14,102164.0818629
transact,2014-05-31,x,2014-05-15,117191.104843
transact,2014-05-31,x,2014-05-16,110294.450906
transact,2014-05-31,x,2014-05-17,NA
transact,2014-05-31,x,2014-05-18,NA
transact,2014-05-31,x,2014-05-19,112566.8038032
transact,2014-05-31,x,2014-05-20,123345.3415717
transact,2014-05-31,x,2014-05-21,112518.138516
transact,2014-05-31,x,2014-05-22,114591.1757607
transact,2014-05-31,x,2014-05-23,129112.826351
transact,2014-05-31,x,2014-05-24,NA
transact,2014-05-31,x,2014-05-25,NA
transact,2014-05-31,x,2014-05-26,78478.4058686
transact,2014-05-31,x,2014-05-27,131944.4498192
transact,2014-05-31,x,2014-05-28,132293.6085758
transact,2014-05-31,x,2014-05-29,NA
transact,2014-05-31,x,2014-05-30,183176.96653910002
transact,2014-04-30,fct,2014-04-01,142280.79011633887
transact,2014-04-30,fct,2014-04-02,137006.97149045224
transact,2014-04-30,fct,2014-04-03,139244.30229764455
transact,2014-04-30,fct,2014-04-04,139736.7662342158
transact,2014-04-30,fct,2014-04-05,NA
transact,2014-04-30,fct,2014-04-06,NA
transact,2014-04-30,fct,2014-04-07,134208.3243581212
transact,2014-04-30,fct,2014-04-08,123416.51347921813
transact,2014-04-30,fct,2014-04-09,122481.91626021967
transact,2014-04-30,fct,2014-04-10,126647.45217258435
transact,2014-04-30,fct,2014-04-11,129060.73314374543
transact,2014-04-30,fct,2014-04-12,NA
transact,2014-04-30,fct,2014-04-13,NA
transact,2014-04-30,fct,2014-04-14,129871.3207705786
transact,2014-04-30,fct,2014-04-15,120435.68201865729
transact,2014-04-30,fct,2014-04-16,120222.39620260276
transact,2014-04-30,fct,2014-04-17,124559.34922046121
transact,2014-04-30,fct,2014-04-18,NA
transact,2014-04-30,fct,2014-04-19,NA
transact,2014-04-30,fct,2014-04-20,NA
transact,2014-04-30,fct,2014-04-21,NA
transact,2014-04-30,fct,2014-04-22,120924.61077317226
transact,2014-04-30,fct,2014-04-23,123357.03007686963
transact,2014-04-30,fct,2014-04-24,131070.32831714938
transact,2014-04-30,fct,2014-04-25,137126.96550863708
transact,2014-04-30,fct,2014-04-26,NA
transact,2014-04-30,fct,2014-04-27,NA
transact,2014-04-30,fct,2014-04-28,147497.93401910827
transact,2014-04-30,fct,2014-04-29,140115.67713317074
transact,2014-04-30,fct,2014-04-30,141011.59818748652
transact,2014-04-30,x,2014-04-01,151926.16478770002
transact,2014-04-30,x,2014-04-02,131266.019744
transact,2014-04-30,x,2014-04-03,132917.5907316
transact,2014-04-30,x,2014-04-04,133389.4746675
transact,2014-04-30,x,2014-04-05,NA
transact,2014-04-30,x,2014-04-06,NA
transact,2014-04-30,x,2014-04-07,135244.8482177
transact,2014-04-30,x,2014-04-08,108481.52362919999
transact,2014-04-30,x,2014-04-09,124757.5519113
transact,2014-04-30,x,2014-04-10,129408.7976012
transact,2014-04-30,x,2014-04-11,123432.6323157
transact,2014-04-30,x,2014-04-12,NA
transact,2014-04-30,x,2014-04-13,NA
transact,2014-04-30,x,2014-04-14,128911.0321543
transact,2014-04-30,x,2014-04-15,125183.6316737
transact,2014-04-30,x,2014-04-16,116272.7305347
transact,2014-04-30,x,2014-04-17,132082.4649765
transact,2014-04-30,x,2014-04-18,NA
transact,2014-04-30,x,2014-04-19,NA
transact,2014-04-30,x,2014-04-20,NA
transact,2014-04-30,x,2014-04-21,NA
transact,2014-04-30,x,2014-04-22,156563.1389629
